week_start_dt,week_end_dt,vietnam_season,p_color,price,total_volume,brazil,india,vietnam,indonesia,china,brazil_season,indonesia_season,india_season,china_season,jordan_max_price,jordan_min_price,demand,supply
2015-11-16,2015-11-22,2,red,7.0996250000000005,-1,-1,-1,-1,-1,-1,false,false,false,false,7.425,6.925,0.5,0.5
2015-11-16,2015-11-22,2,yellow,7.224865,-1,-1,-1,-1,-1,-1,false,false,false,false,7.525,7.125,0.5,0.5
2015-11-23,2015-11-29,2,green,6.699645,-1,-1,-1,-1,-1,-1,false,false,false,false,6.925,6.525,0.5,0.5
2015-11-23,2015-11-29,2,red,6.924475,-1,-1,-1,-1,-1,-1,false,false,false,false,7.525,6.925,0.5,0.5
2015-11-23,2015-11-29,2,yellow,7.1005650000000005,-1,-1,-1,-1,-1,-1,false,false,false,false,7.525,6.825,0.5,0.5
2015-11-30,2015-12-06,2,red,6.925605,-1,-1,-1,-1,-1,-1,false,false,false,false,7.225,6.825,0.5,0.5
2015-11-30,2015-12-06,2,yellow,6.975135,-1,-1,-1,-1,-1,-1,false,false,false,false,7.225,6.725,0.5,0.5
2015-11-30,2015-12-06,2,green,6.699645,-1,-1,-1,-1,-1,-1,false,false,false,false,6.825,6.425,0.5,0.5
2015-12-07,2015-12-13,2,red,7.025045,-1,-1,-1,-1,-1,-1,false,false,false,false,7.325,6.925,0.5,0.5
2015-12-07,2015-12-13,2,green,6.699645,-1,-1,-1,-1,-1,-1,false,false,false,false,6.725,6.425,0.5,0.5
2015-12-07,2015-12-13,2,yellow,6.925415,-1,-1,-1,-1,-1,-1,false,false,false,false,7.225,6.825,0.5,0.5
2015-12-14,2015-12-20,2,red,7.025045,-1,-1,-1,-1,-1,-1,false,false,false,false,7.325,6.925,0.5,0.5
2015-12-14,2015-12-20,2,green,6.699645,-1,-1,-1,-1,-1,-1,false,false,false,false,6.725,6.425,0.5,0.5
2015-12-14,2015-12-20,2,yellow,7.0248550000000005,-1,-1,-1,-1,-1,-1,false,false,false,false,7.225,6.825,0.5,0.5
2015-12-21,2015-12-27,2,yellow,7.274585,-1,-1,-1,-1,-1,-1,false,false,false,false,7.425,7.325,0.5,0.5
2015-12-21,2015-12-27,2,red,7.1753350000000005,-1,-1,-1,-1,-1,-1,false,false,false,false,7.425,7.125,0.5,0.5
2015-12-21,2015-12-27,2,green,6.699645,-1,-1,-1,-1,-1,-1,false,false,false,false,6.725,6.425,0.5,0.5
2015-12-28,2016-01-03,2,green,6.599075,1596040.2,10793.5,65658.1,1519588.5,0,0,false,false,false,false,6.625,6.325,0.5,0.5
2015-12-28,2016-01-03,2,red,7.1753350000000005,1596040.2,10793.5,65658.1,1519588.5,0,0,false,false,false,false,7.525,7.125,0.51,0.5
2015-12-28,2016-01-03,2,yellow,7.300575,1596040.2,10793.5,65658.1,1519588.5,0,0,false,false,false,false,7.425,7.025,16.55,0.5
2016-01-04,2016-01-10,2,yellow,7.379675000000001,2295578,5677.8,15274.4,2274625.7,0,0,false,false,false,false,7.525,7.025,271.15999999999997,0.5
2016-01-04,2016-01-10,2,red,7.1753350000000005,2295578,5677.8,15274.4,2274625.7,0,0,false,false,false,false,7.625,7.125,42.33,0.5
2016-01-04,2016-01-10,2,green,6.599075,2295578,5677.8,15274.4,2274625.7,0,0,false,false,false,false,6.625,6.325,0.58,0.5
2016-01-11,2016-01-17,2,yellow,7.200005000000001,2418196.7,26727,72230.2,2319239.4,0,0,false,false,false,false,7.525,7.125,712.22,0.5
2016-01-11,2016-01-17,2,red,7.1753350000000005,2418196.7,26727,72230.2,2319239.4,0,0,false,false,false,false,7.625,7.325,28.52,0.5
2016-01-11,2016-01-17,2,green,6.599075,2418196.7,26727,72230.2,2319239.4,0,0,false,false,false,false,6.725,6.325,0.63,0.5
2016-01-18,2016-01-24,2,yellow,7.200005000000001,2774383.5,85537.4,51157.6,2637688.5,0,0,false,false,false,false,7.525,7.25,701.26,0.5
2016-01-18,2016-01-24,2,green,6.599075,2774383.5,85537.4,51157.6,2637688.5,0,0,false,false,false,false,6.725,6.325,6.25,0.5
2016-01-18,2016-01-24,2,red,7.1753350000000005,2774383.5,85537.4,51157.6,2637688.5,0,0,false,false,false,false,7.625,7.225,58.010000000000005,0.5
2016-01-25,2016-01-31,2,yellow,7.200005000000001,2503155.4,115289.9,57268.7,2330596.7,0,0,false,false,false,false,7.425,7.225,753.0899999999999,0.5
2016-01-25,2016-01-31,2,green,6.499635,2503155.4,115289.9,57268.7,2330596.7,0,0,false,false,false,false,6.725,6.325,5.4399999999999995,0.5
2016-01-25,2016-01-31,2,red,7.1753350000000005,2503155.4,115289.9,57268.7,2330596.7,0,0,false,false,false,false,7.625,7.025,22.669999999999998,0.5
2016-02-01,2016-02-07,2,yellow,7.150285,1930968.2,181222.3,79730.1,1670015.7,0,0,false,false,false,false,7.425,6.825,1342.04,0.5
2016-02-01,2016-02-07,2,red,7.144825,1930968.2,181222.3,79730.1,1670015.7,0,0,false,false,false,false,7.425,6.725,105.60999999999999,0.5
2016-02-01,2016-02-07,2,green,6.499635,1930968.2,181222.3,79730.1,1670015.7,0,0,false,false,false,false,6.625,6.225,9.24,0.5
2016-02-08,2016-02-14,2,red,6.985495,1896731.2,92421.4,33788,1770521.8,0,0,false,false,false,false,7.325,6.825,34.160000000000004,0.5
2016-02-08,2016-02-14,2,green,6.349345,1896731.2,92421.4,33788,1770521.8,0,0,false,false,false,false,6.625,6.225,38.28,0.5
2016-02-08,2016-02-14,2,yellow,7.125425,1896731.2,92421.4,33788,1770521.8,0,0,false,false,false,false,7.325,6.825,361.04,0.5
2016-02-15,2016-02-21,2,yellow,7.200005000000001,1798854.9,93660.2,25153.1,1680041.5,0,0,false,false,false,false,7.425,6.825,643.8,0.5
2016-02-15,2016-02-21,2,green,6.349345,1798854.9,93660.2,25153.1,1680041.5,0,0,false,false,false,false,6.625,6.325,11.059999999999999,0.5
2016-02-15,2016-02-21,2,red,6.924475,1798854.9,93660.2,25153.1,1680041.5,0,0,false,false,false,false,7.325,6.825,34.089999999999996,0.5
2016-02-22,2016-02-28,2,yellow,7.220345,2178384.1,211996.1,42386.6,1924001.4,0,0,false,false,false,false,7.325,6.925,867.96,0.5
2016-02-22,2016-02-28,2,red,6.825035,2178384.1,211996.1,42386.6,1924001.4,0,0,false,false,false,false,7.325,6.825,42.18,0.5
2016-02-22,2016-02-28,2,green,6.349345,2178384.1,211996.1,42386.6,1924001.4,0,0,false,false,false,false,6.525,6.225,19.44,0.5
2016-02-29,2016-03-06,2,yellow,7.224865,2364682.6,303703.3,28653.3,2032325.8,0,0,false,false,false,false,7.325,7.025,728.03,0.5
2016-02-29,2016-03-06,2,red,6.649885,2364682.6,303703.3,28653.3,2032325.8,0,0,false,false,false,false,7.225,6.725,19.35,0.5
2016-02-29,2016-03-06,2,green,6.349345,2364682.6,303703.3,28653.3,2032325.8,0,0,false,false,false,false,6.525,6.225,4.5,0.5
2016-03-07,2016-03-13,3,red,6.649885,2208782.3,264377.9,0,1944404.3,0,0,false,false,false,false,7.025,6.625,50.11,0.5
2016-03-07,2016-03-13,3,yellow,7.200005000000001,2208782.3,264377.9,0,1944404.3,0,0,false,false,false,false,7.325,6.925,823.47,0.5
2016-03-07,2016-03-13,3,green,6.350474999999999,2208782.3,264377.9,0,1944404.3,0,0,false,false,false,false,6.525,6.225,33.19,0.5
2016-03-14,2016-03-20,3,green,6.350474999999999,2647120.3,453094.5,0,2194025.8,0,0,false,false,false,false,6.525,6.025,8.3,0.5
2016-03-14,2016-03-20,3,red,6.649885,2647120.3,453094.5,0,2194025.8,0,0,false,false,false,false,7.025,6.325,26.110000000000003,0.5
2016-03-14,2016-03-20,3,yellow,7.135595,2647120.3,453094.5,0,2194025.8,0,0,false,false,false,false,7.325,6.825,651.2,0.5
2016-03-21,2016-03-27,3,red,6.649885,1675599.1,496298,0,1179301.1,0,0,false,false,false,false,6.925,6.625,49.18,0.5
2016-03-21,2016-03-27,3,green,6.350474999999999,1675599.1,496298,0,1179301.1,0,0,false,false,false,false,6.425,6.125,24.96,0.5
2016-03-21,2016-03-27,3,yellow,7.135595,1675599.1,496298,0,1179301.1,0,0,false,false,false,false,7.325,7.025,690.85,0.5
2016-03-28,2016-04-03,3,yellow,7.135595,2376159.2,497057,0,1879102.2,0,0,true,false,false,false,7.325,7.025,602.8199999999999,0.5
2016-03-28,2016-04-03,3,red,6.649885,2376159.2,497057,0,1879102.2,0,0,true,false,false,false,7.025,6.725,53.910000000000004,0.5
2016-03-28,2016-04-03,3,green,6.350474999999999,2376159.2,497057,0,1879102.2,0,0,true,false,false,false,6.425,6.025,3.21,0.5
2016-04-04,2016-04-10,3,yellow,7.0316350000000005,2343080.9,408222.4,0,1934858.5,0,0,true,false,false,false,7.325,7.025,1035.91,0.5
2016-04-04,2016-04-10,3,green,6.299625,2343080.9,408222.4,0,1934858.5,0,0,true,false,false,false,6.225,6.025,22.06,0.5
2016-04-04,2016-04-10,3,red,6.620505,2343080.9,408222.4,0,1934858.5,0,0,true,false,false,false,7.025,6.625,20.580000000000002,0.5
2016-04-11,2016-04-17,3,red,6.620505,2595721.4,586661,0,2009060.3,0,0,true,false,false,false,6.825,6.625,40.19,0.5
2016-04-11,2016-04-17,3,yellow,7.049715000000001,2595721.4,586661,0,2009060.3,0,0,true,false,false,false,7.325,7.025,700.3399999999999,0.5
2016-04-11,2016-04-17,3,green,6.299625,2595721.4,586661,0,2009060.3,0,0,true,false,false,false,6.225,6.025,32.519999999999996,0.5
2016-04-18,2016-04-24,3,yellow,7.049715000000001,2397823.4,626471.1,0,1771352.3,0,0,true,false,false,false,7.325,6.925,1014.6600000000001,0.5
2016-04-18,2016-04-24,3,red,6.600165,2397823.4,626471.1,0,1771352.3,0,0,true,false,false,false,6.825,6.525,60.1,0.5
2016-04-18,2016-04-24,3,green,6.299625,2397823.4,626471.1,0,1771352.3,0,0,true,false,false,false,6.225,6.025,11.629999999999999,0.5
2016-04-25,2016-05-01,3,green,6.299625,2239303.4,647778.5,0,1591524.8,0,0,true,false,false,false,6.325,6.025,10.35,0.5
2016-04-25,2016-05-01,3,red,6.600165,2239303.4,647778.5,0,1591524.8,0,0,true,false,false,false,6.825,6.625,90.94,0.5
2016-04-25,2016-05-01,3,yellow,7.200005000000001,2239303.4,647778.5,0,1591524.8,0,0,true,false,false,false,7.425,7.025,1145.83,0.5
2016-05-02,2016-05-08,3,yellow,7.6000250000000005,2035893,615520.6,0,1420372.4,0,0,true,false,false,false,8.025,7.425,791.55,0.5
2016-05-02,2016-05-08,3,green,6.299625,2035893,615520.6,0,1420372.4,0,0,true,false,false,false,6.525,6.225,15.280000000000001,0.5
2016-05-02,2016-05-08,3,red,6.699605,2035893,615520.6,0,1420372.4,0,0,true,false,false,false,7.225,6.625,65.42999999999999,0.5
2016-05-09,2016-05-15,3,yellow,8.400065,2168782.4,711249.7,0,1457532.7,0,0,true,false,false,false,8.925,8.125,907.3399999999999,0.5
2016-05-09,2016-05-15,3,red,7.549365,2168782.4,711249.7,0,1457532.7,0,0,true,false,false,false,7.825,6.925,35.33,0.5
2016-05-09,2016-05-15,3,green,6.699645,2168782.4,711249.7,0,1457532.7,0,0,true,false,false,false,7.125,6.625,6.34,0.5
2016-05-16,2016-05-22,3,yellow,8.880315,2392789.6,756710.5,0,1588179.7,47899.3,0,true,false,false,false,9.225,8.625,756.4,0.5
2016-05-16,2016-05-22,3,red,7.600215,2392789.6,756710.5,0,1588179.7,47899.3,0,true,false,false,false,7.925,7.425,75.25,0.5
2016-05-16,2016-05-22,3,green,6.699645,2392789.6,756710.5,0,1588179.7,47899.3,0,true,false,false,false,7.325,6.625,10.620000000000001,0.5
2016-05-23,2016-05-29,3,green,6.699645,2268729.5,861520.8,0,1339714.1,67494.4,0,true,false,false,false,7.125,6.725,5.75,0.5
2016-05-23,2016-05-29,3,red,7.600215,2268729.5,861520.8,0,1339714.1,67494.4,0,true,false,false,false,7.925,7.425,55.39,0.5
2016-05-23,2016-05-29,3,yellow,8.930035,2268729.5,861520.8,0,1339714.1,67494.4,0,true,false,false,false,9.225,8.825,591.86,0.5
2016-05-30,2016-06-05,3,green,6.699645,1841337.5,648448.5,0,1031773.1,161115.8,0,true,true,false,true,7.125,6.725,6.220000000000001,0.5
2016-05-30,2016-06-05,3,red,7.600215,1841337.5,648448.5,0,1031773.1,161115.8,0,true,true,false,true,7.925,7.225,40.17,0.5
2016-05-30,2016-06-05,3,yellow,8.785395000000001,1841337.5,648448.5,0,1031773.1,161115.8,0,true,true,false,true,9.225,8.725,452.52,0.5
2016-06-06,2016-06-12,1,green,6.775355,1909601.1,839972.5,0,875854,193774.5,0,true,true,false,true,7.025,6.625,7.45,0.5
2016-06-06,2016-06-12,1,yellow,8.655445,1909601.1,839972.5,0,875854,193774.5,0,true,true,false,true,8.925,8.425,456.14,0.5
2016-06-06,2016-06-12,1,red,7.6747950000000005,1909601.1,839972.5,0,875854,193774.5,0,true,true,false,true,7.725,7.225,81.59,0.5
2016-06-13,2016-06-19,1,yellow,9.035125,1784936.3,877647.8,0,643842.2,263446.2,0,true,true,false,true,9.525,8.625,552.46,0.5
2016-06-13,2016-06-19,1,red,7.800225,1784936.3,877647.8,0,643842.2,263446.2,0,true,true,false,true,8.625,7.525,45.739999999999995,0.5
2016-06-13,2016-06-19,1,green,6.810385,1784936.3,877647.8,0,643842.2,263446.2,0,true,true,false,true,7.325,6.825,8.620000000000001,0.5
2016-06-20,2016-06-26,1,green,7.8002650000000004,1420187.8,817560.8,0,315448.7,287178.1,0,true,true,false,true,7.925,7.525,2.18,0.5
2016-06-20,2016-06-26,1,red,9.074865,1420187.8,817560.8,0,315448.7,287178.1,0,true,true,false,true,9.125,8.625,53.279999999999994,0.5
2016-06-20,2016-06-26,1,yellow,10.166255,1420187.8,817560.8,0,315448.7,287178.1,0,true,true,false,true,10.525,9.625,385.61,0.5
2016-06-27,2016-07-03,1,green,7.8002650000000004,2205101.9,861669.1,0,1038619,304813.8,0,true,true,false,true,null,null,4.5600000000000005,0.5
2016-06-27,2016-07-03,1,yellow,10.000145,2205101.9,861669.1,0,1038619,304813.8,0,true,true,false,true,null,null,660.52,0.5
2016-06-27,2016-07-03,1,red,8.299685,2205101.9,861669.1,0,1038619,304813.8,0,true,true,false,true,null,null,40.17,0.5
2016-07-04,2016-07-10,1,red,8.099675000000001,1744590.4,700195.2,0,746113.1,298282,0,true,true,false,true,null,null,33.15,0.5
2016-07-04,2016-07-10,1,green,7.400245,1744590.4,700195.2,0,746113.1,298282,0,true,true,false,true,null,null,22.15,0.5
2016-07-04,2016-07-10,1,yellow,10.000145,1744590.4,700195.2,0,746113.1,298282,0,true,true,false,true,null,null,438.9,0.5
2016-07-11,2016-07-17,1,yellow,10.400165000000001,2367062.9,722586.1,0,1313536,330940.7,0,true,true,false,true,null,null,493.93999999999994,0.5
2016-07-11,2016-07-17,1,red,7.800225,2367062.9,722586.1,0,1313536,330940.7,0,true,true,false,true,null,null,77.02000000000001,0.5
2016-07-11,2016-07-17,1,green,7.515505,2367062.9,722586.1,0,1313536,330940.7,0,true,true,false,true,null,null,22.82,0.5
2016-07-18,2016-07-24,1,green,7.000225,2217483.5,672154.3,0,1258151,287178.1,0,true,true,false,true,7.225,6.725,27.57,0.5
2016-07-18,2016-07-24,1,red,7.550495,2217483.5,672154.3,0,1258151,287178.1,0,true,true,false,true,8.225,7.825,47.410000000000004,0.5
2016-07-18,2016-07-24,1,yellow,10.400165000000001,2217483.5,672154.3,0,1258151,287178.1,0,true,true,false,true,11.025,10.825,360.82,0.5
2016-07-25,2016-07-31,1,green,6.649925,1717190.1,613771.4,0,824949.4,278469.2,0,true,true,false,true,7.025,6.525,16.45,0.5
2016-07-25,2016-07-31,1,red,7.299635,1717190.1,613771.4,0,824949.4,278469.2,0,true,true,false,true,8.025,7.625,80.16,0.5
2016-07-25,2016-07-31,1,yellow,9.899575,1717190.1,613771.4,0,824949.4,278469.2,0,true,true,false,true,11.025,10.025,415.71999999999997,0.5
2016-08-01,2016-08-07,1,yellow,9.499555,1726132.1,486847.7,2150.3,1008523.7,228610.3,0,true,true,true,true,10.425,9.825,407.83000000000004,0.5
2016-08-01,2016-08-07,1,green,6.499635,1726132.1,486847.7,2150.3,1008523.7,228610.3,0,true,true,true,true,6.825,6.425,18.06,0.5
2016-08-01,2016-08-07,1,red,7.000185,1726132.1,486847.7,2150.3,1008523.7,228610.3,0,true,true,true,true,7.625,7.125,103.27000000000001,0.5
2016-08-08,2016-08-14,1,yellow,9.350395,1532711.7,353002.4,8602.6,996815,174291.5,0,true,true,true,true,10.025,9.625,403.84000000000003,0.5
2016-08-08,2016-08-14,1,red,6.9504649999999994,1532711.7,353002.4,8602.6,996815,174291.5,0,true,true,true,true,7.625,7.125,81.28999999999999,0.5
2016-08-08,2016-08-14,1,green,6.484945,1532711.7,353002.4,8602.6,996815,174291.5,0,true,true,true,true,6.825,6.225,22.85,0.5
2016-08-15,2016-08-21,1,yellow,9.400115,1466948.5,219179.5,27194.5,1137839.2,82735.1,0,true,true,true,true,10.025,9.625,367.58000000000004,0.5
2016-08-15,2016-08-21,1,red,7.0996250000000005,1466948.5,219179.5,27194.5,1137839.2,82735.1,0,true,true,true,true,7.625,7.125,59.02,0.5
2016-08-15,2016-08-21,1,green,6.484945,1466948.5,219179.5,27194.5,1137839.2,82735.1,0,true,true,true,true,6.625,6.225,12.95,0.5
2016-08-22,2016-08-28,1,green,6.699645,1743556.2,180720.6,34375.1,1426130.1,102330.3,0,true,true,true,true,7.525,7.025,49.56,0.5
2016-08-22,2016-08-28,1,red,7.699655,1743556.2,180720.6,34375.1,1426130.1,102330.3,0,true,true,true,true,8.325,7.825,146.27,0.5
2016-08-22,2016-08-28,1,yellow,9.649845000000001,1743556.2,180720.6,34375.1,1426130.1,102330.3,0,true,true,true,true,10.025,9.625,429.31000000000006,0.5
2016-08-29,2016-09-04,1,yellow,10.000145,1871188.7,150348.8,34472.7,1605809.2,80557.9,0,false,false,true,true,10.525,10.025,432.63,0.5
2016-08-29,2016-09-04,1,red,8.550545,1871188.7,150348.8,34472.7,1605809.2,80557.9,0,false,false,true,true,8.825,8.425,122.79,0.5
2016-08-29,2016-09-04,1,green,7.150515,1871188.7,150348.8,34472.7,1605809.2,80557.9,0,false,false,true,true,8.025,7.425,27.810000000000002,0.5
2016-09-05,2016-09-11,1,green,8.400295,1835932.2,136681.5,49199.9,1608683.2,41367.5,0,false,false,true,true,8.625,8.025,8.209999999999999,0.5
2016-09-05,2016-09-11,1,red,9.450025,1835932.2,136681.5,49199.9,1608683.2,41367.5,0,false,false,true,true,9.925,9.325,94.75,0.5
2016-09-05,2016-09-11,1,yellow,10.200155,1835932.2,136681.5,49199.9,1608683.2,41367.5,0,false,false,true,true,10.925,10.225,608.21,0.5
2016-09-12,2016-09-18,1,red,9.825185000000001,1570299.8,120488.9,76517.8,1347166,26126.8,0,false,false,true,true,10.025,9.525,109.71,0.5
2016-09-12,2016-09-18,1,green,8.674885,1570299.8,120488.9,76517.8,1347166,26126.8,0,false,false,true,true,8.925,8.325,21.29,0.5
2016-09-12,2016-09-18,1,yellow,10.375305,1570299.8,120488.9,76517.8,1347166,26126.8,0,false,false,true,true,10.925,10.425,718.83,0.5
2016-09-19,2016-09-25,1,green,8.674885,1644264.6,105043.9,104884.5,1429981.6,4354.4,0,false,false,true,true,9.025,8.525,26.96,0.5
2016-09-19,2016-09-25,1,red,9.775465,1644264.6,105043.9,104884.5,1429981.6,4354.4,0,false,false,true,true,10.525,10.025,115.2,0.5
2016-09-19,2016-09-25,1,yellow,10.200155,1644264.6,105043.9,104884.5,1429981.6,4354.4,0,false,false,true,true,10.925,10.325,578.2,0.5
2016-09-26,2016-10-02,1,red,9.550595000000001,1229244,21220.2,166514.8,1039331.7,2177.2,0,false,false,true,false,10.525,10.025,98.67999999999999,0.5
2016-09-26,2016-10-02,1,green,8.349445,1229244,21220.2,166514.8,1039331.7,2177.2,0,false,false,true,false,null,null,38.4,0.5
2016-09-26,2016-10-02,1,yellow,9.649845000000001,1229244,21220.2,166514.8,1039331.7,2177.2,0,false,false,true,false,10.825,10.025,591.9399999999999,0.5
2016-10-03,2016-10-09,2,yellow,10.026135,810169.3,7959.9,178926.1,623283.2,0,0,false,false,true,false,11.525,10.325,534.77,0.5
2016-10-03,2016-10-09,2,red,9.821795000000002,810169.3,7959.9,178926.1,623283.2,0,0,false,false,true,false,11.225,10.325,91.11,0.5
2016-10-03,2016-10-09,2,green,8.450015,810169.3,7959.9,178926.1,623283.2,0,0,false,false,true,false,null,null,34.410000000000004,0.5
2016-10-10,2016-10-16,2,green,8.819525,519716.3,83.9,136157.7,383474.7,0,0,false,false,true,false,null,null,59.02,0.5
2016-10-10,2016-10-16,2,red,10.295265,519716.3,83.9,136157.7,383474.7,0,0,false,false,true,false,null,null,81.53,0.5
2016-10-10,2016-10-16,2,yellow,10.466835,519716.3,83.9,136157.7,383474.7,0,0,false,false,true,false,11.625,11.425,591.75,0.5
2016-10-17,2016-10-23,2,red,10.200345,2535424,0,188819.2,2346604.7,0,0,false,false,true,false,null,null,82.39,0.5
2016-10-17,2016-10-23,2,green,8.969815,2535424,0,188819.2,2346604.7,0,0,false,false,true,false,null,null,48.3,0.5
2016-10-17,2016-10-23,2,yellow,10.350445,2535424,0,188819.2,2346604.7,0,0,false,false,true,false,null,null,371.28000000000003,0.5
2016-10-24,2016-10-30,2,yellow,10.474745,2484989.7,0,244778.2,2240211.4,0,0,false,false,true,false,11.825,11.225,463.28000000000003,0.5
2016-10-24,2016-10-30,2,red,9.400305,2484989.7,0,244778.2,2240211.4,0,0,false,false,true,false,10.825,9.425,36.28,0.5
2016-10-24,2016-10-30,2,green,8.450015,2484989.7,0,244778.2,2240211.4,0,0,false,false,true,false,9.825,7.825,36.47,0.5
2016-10-31,2016-11-06,2,yellow,10.449885,1729423.8,0,200362.2,1529061.6,0,0,false,false,false,false,11.025,9.725,477.81000000000006,0.5
2016-10-31,2016-11-06,2,red,8.099675000000001,1729423.8,0,200362.2,1529061.6,0,0,false,false,false,false,9.225,7.525,34.739999999999995,0.5
